Player Name,Team,Season,Archetype,Composite Score,Salary,Value Per Dollar (VORPD),Offensive Rating (Adjusted),Defensive Rating (Adjusted),ON/OFF Differential,Influence Score,True Shooting %,Blocks Per Game,Steals Per Game,Assist % (Adjusted),Three-Point %,Is Real Shooter,Salary ($M),Rank
Jordan Poole,WAS,2023-24,Versatile Scorer,52.06,28023224.0,0.9494,-0.1153846153846132,-2.892307692307682,-3.328729062820024,0.1367522169081035,0.5341883472972794,0.3,1.1,0.0654615384615384,0.326,1,28.02,95
Georges Niang,PHI,2022-23,Bench / Role Player,27.36,6559226.0,0.2903,-1.2307692307692264,0.646153846153851,-5.495306681347892,0.0975536703561009,0.602183150346302,0.2,0.4,-0.0654615384615384,0.401,1,6.56,328
Brook Lopez,MIL,2022-23,Two-Way Big,46.17,6999174.0,2.9595,1.1214285714285808,2.942857142857136,9.666930382230795,0.11636781406428,0.622287775744813,2.5,0.5,-0.0941428571428571,0.374,1,7.0,149
Nicolas Batum,LAC,2022-23,Defensive Wing,45.62,4480751.0,4.5001,2.9882352941176435,4.0411764705882405,7.854675971612082,0.065376142866845,0.5889742600616672,0.6,0.7,-0.0749411764705882,0.391,1,4.48,153
Daniel Gafford,WAS,2022-23,Two-Way Big,27.68,11507697.0,0.1933,-0.5923076923076849,-0.9153846153846104,-1.569798155545295,0.1013843139392179,0.6944131091727259,1.3,0.4,-0.0852307692307692,0.3503689839572192,0,11.51,327
Ochai Agbaji,TOR,2023-24,Bench / Role Player,35.15,5616859.0,1.7259,0.664285714285711,-0.3714285714285807,-1.2475784390066325,0.067725561556207,0.5169890195130306,0.6,0.6,-0.0742142857142857,0.294,1,5.62,276
Reggie Bullock Jr.,DAL,2022-23,Bench / Role Player,28.12,1017781.0,2.6175,1.507142857142853,-2.478571428571428,-4.575341375427943,0.0565262257573985,0.5767982220142707,0.2,0.7,-0.0770714285714285,0.38,1,1.02,324
Drew Eubanks,POR,2022-23,Two-Way Big,32.94,1836802.0,4.0745,1.6400000000000006,-0.7866666666666617,-0.5675784390066323,0.0778652813081745,0.6382400107227426,1.3,0.5,-0.0555333333333333,0.3503689839572192,0,1.84,290
Cameron Payne,PHI,2023-24,Bench / Role Player,37.89,6000000.0,2.0723,-1.6312499999999943,-2.0250000000000057,-4.289763461465244,0.1051128061557695,0.5681773305717271,0.1,0.5,0.0855625,0.39,1,6.0,243
Jaren Jackson Jr.,MEM,2021-22,Two-Way Big,52.12,25451623.0,1.0476,1.7714285714285865,1.0642857142857167,4.045809248385448,0.1335323120449685,0.5384367421168088,2.3,0.9,-0.0827142857142857,0.319,1,25.45,100
Jeff Green,HOU,2023-24,Bench / Role Player,21.67,2020490.0,0.0,-2.5999999999999943,-2.6500000000000057,-5.769780808505269,0.0890266755920198,0.5857018131053936,0.4,0.2,-0.0559166666666666,0.331,1,2.02,377
Jae'Sean Tate,HOU,2021-22,Versatile Scorer,47.08,1669826.0,12.9499,-3.046666666666667,0.4133333333333269,1.002392071025324,0.1098386131966675,0.5661784185395234,0.5,0.9,0.0304,0.312,1,1.67,141
Aaron Wiggins,OKC,2023-24,Perimeter Scorer,34.67,8889450.0,1.0365,0.5214285714285722,0.6142857142857139,-2.7286301846918777,0.1040915875934213,0.6385986968921555,0.2,0.7,-0.0439999999999999,0.492,1,8.89,279
Aaron Holiday,HOU,2023-24,Defensive Wing,43.69,2020490.0,9.0245,-1.7999999999999972,2.450000000000003,5.43021919149473,0.0912060907893839,0.5772537391733161,0.1,0.5,0.0220833333333333,0.387,1,2.02,181
Bennedict Mathurin,IND,2022-23,Bench / Role Player,38.11,7349191.0,1.7218,-0.2692307692307736,-0.576923076923066,-2.292017872083958,0.1333353865133737,0.5673846234611649,0.2,0.6,-0.0768461538461538,0.323,1,7.35,227
